company_name,country,website,industry,employees,confidence_score,evidence,source,source_url
Amcor,US,,,,,Packaging - Dynamics NAV,theirstack_usa_batch1,
American Foods Group,US,,,,,Beef - Navision,theirstack_usa_batch1,
Amway,US,,,,,FMCG - Navision,theirstack_expansion_batch3,
Aptean,US,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Associated Milk Producers,US,,,,,Dynamics NAV,theirstack_usa_batch1,
Avient Corporation,US,,,,,Materials - Dynamics NAV,theirstack_expansion_batch3,
BNY Mellon,US,,,,,"TheirStack Navision user - 54k employees, $17B revenue",theirstack_scrape_v1,
Baker Tilly Virchow Krause,US,,,,,Microsoft Dynamics NAV customer,expansion_batch_2,
Barton Malow,US,,,,,Construction - Navision,theirstack_expansion_batch2,
Bellisio Foods,US,,,,,Frozen - Navision,theirstack_usa_batch1,
Berry Global,US,,,,,Plastics - Navision,theirstack_usa_batch1,
Black Diamond Equipment,US,,,,,Microsoft Dynamics NAV user,global_research_expansion,
Blue Buffalo,US,,,,,Pet food - Dynamics NAV,theirstack_usa_batch1,
Blue Diamond Growers,US,,,,,Almonds - Dynamics NAV,theirstack_usa_batch1,
C&F Foods Inc,US,,,,,Microsoft Dynamics NAV customer,expansion_batch_2,
CAMELOT 3PL,US,,,,,Logistics - Dynamics NAV,theirstack_expansion_batch2,
CHS Inc,US,,,,,Navision ERP,theirstack_usa_batch1,
Caleres,US,,,,,Retail - Dynamics NAV,theirstack_expansion_batch2,
Campbell Soup,US,,,,,Soup - Navision,theirstack_usa_batch1,
Cargo,US,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Champion Homes,US,,,,,"Uses MS Dynamics NAV for financial management, inventory",global_research_expansion,
Chippenhook,US,,,,,Manufacturing - Dynamics NAV,theirstack_expansion_batch3,
Chippenhook Corporation,US,,,,,Microsoft Dynamics NAV - $59.4M revenue,global_research_expansion,
Chobani,US,,,,,Yogurt - Dynamics NAV,theirstack_usa_batch1,
Citi Group,US,,,,,"TheirStack Navision user - 200k employees, $75B revenue",theirstack_scrape_v1,
Clemens Food Group,US,,,,,Pork - Dynamics NAV,theirstack_usa_batch1,
Coca-Cola Bottlers,US,,,,,Food - Dynamics NAV,theirstack_expansion_batch2,
Cogent Communications,US,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Columbus Regional Airport Authority,US,,,,,Microsoft Dynamics NAV customer,expansion_batch_2,
Conspicuous,US,,,,,Technology - Dynamics NAV,theirstack_expansion_batch2,
Cross Point Capital,US,,,,,Finance - Navision,theirstack_global_batch2,
Crown Equipment,US,,,,,Logistics - Navision,theirstack_expansion_batch2,
Dairy Farmers of America,US,,,,,Navision,theirstack_usa_batch1,
Dannon,US,,,,,Yogurt - Navision,theirstack_usa_batch1,
Data Sciences International,US,,,,,Healthcare - Dynamics NAV,theirstack_global_batch2,
Demant,US,,,,,Healthcare - Dynamics NAV,theirstack_expansion_batch2,
Diamond Pet Foods,US,,,,,Pet food - Navision,theirstack_usa_batch1,
Dixon Valve,US,,,,,Distribution - Dynamics NAV,theirstack_expansion_batch2,
DownEast Outfitters,US,,,,,Microsoft Dynamics NAV customer,expansion_batch_2,
E-business International Inc,US,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Funko,US,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
General Electric,US,,,,,Navision operations,theirstack_enterprise,
General Equipment & Supplies,US,,,,,Construction - Navision,theirstack_global_batch2,
General Mills,US,,,,,19k employees - Navision user,theirstack_usa_batch1,
General Mills Pet Food,US,,,,,Pet food - Dynamics NAV,theirstack_usa_batch1,
Greater Omaha Packing,US,,,,,Beef - Dynamics NAV,theirstack_usa_batch1,
Group Health,US,,,,,Healthcare - Dynamics NAV,theirstack_global_batch2,
Harvest Health,US,,,,,Healthcare - Navision,theirstack_expansion_batch3,
Harvest Health & Recreation,US,,,,,Microsoft Dynamics NAV - $69.9M revenue,global_research_expansion,
Helios Hydraulics,US,,,,,Manufacturing - Navision,theirstack_expansion_batch2,
Hodgdon Powder,US,,,,,Manufacturing - Dynamics NAV,theirstack_global_batch2,
Horizon Organic,US,,,,,Organic milk - Dynamics NAV,theirstack_usa_batch1,
J.M. Smucker,US,,,,,Preserves - Dynamics NAV,theirstack_usa_batch1,
JBS USA,US,,,,,Meat processing - Dynamics NAV,theirstack_usa_batch1,
Kawasaki Robotics,US,,,,,Robotics - Dynamics NAV,theirstack_expansion_batch2,
Kodak Alaris,US,,,,,Technology - Navision,theirstack_global_batch2,
Kraft Heinz,US,,,,,Packaged - Dynamics NAV,theirstack_usa_batch1,
Land O'Lakes,US,,,,,10k employees - Dynamics NAV,theirstack_usa_batch1,
Mars Petcare,US,,,,,Pet care - Navision,theirstack_usa_batch1,
Maxi-Lift Inc,US,,,,,Manufacturing - Navision,theirstack_global_batch2,
Moderno Porcelain,US,,,,,Ceramics - Navision,theirstack_expansion_batch3,
Moderno Porcelain Works,US,,,,,Microsoft Dynamics NAV - $10.8M revenue,global_research_expansion,
Morrison Container,US,,,,,Manufacturing - Navision,theirstack_expansion_batch2,
National Beef,US,,,,,Beef - Navision,theirstack_usa_batch1,
National Maintenance & Construction,US,,,,,Construction - Dynamics NAV,theirstack_global_batch2,
Nestlé Purina,US,,,,,Pet food - Dynamics NAV,theirstack_usa_batch1,
Northwest Harvest,US,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Now Optics,US,,,,,Healthcare - Dynamics NAV,theirstack_global_batch2,
Ocean Spray,US,,,,,Cranberries - Dynamics NAV,theirstack_usa_batch1,
Organic Valley,US,,,,,Organic - Navision,theirstack_usa_batch1,
Pandora Jewelry,US,,,,,Retail - Dynamics NAV,theirstack_expansion_batch2,
Pate Rehabilitation,US,,,,,Healthcare - Navision,theirstack_global_batch2,
Perdue Farms,US,,,,,Poultry - Dynamics NAV,theirstack_usa_batch1,
Pilgrim's Pride,US,,,,,Chicken - Dynamics NAV,theirstack_usa_batch1,
Pinnacle Foods,US,,,,,Packaged - Dynamics NAV,theirstack_usa_batch1,
PlanIT Group,US,,,,,IT services - Navision,theirstack_expansion_batch2,
PopSockets,US,,,,,Retail - Dynamics NAV,theirstack_expansion_batch2,
Portacool,US,,,,,Manufacturing - Dynamics NAV,theirstack_expansion_batch2,
R2 Global,US,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
RS Medical,US,,,,,Bruger Microsoft Dynamics NAV MRP (Manufacturing),smoking_gun_hunt,
ReEmployAbility,US,,,,,Insurance - Dynamics NAV,theirstack_global_batch2,
Revlon,US,,,,,Retail - Navision,theirstack_expansion_batch2,
Royal Caribbean,US,,,,,Hospitality - Navision,theirstack_expansion_batch2,
Sanderson Farms,US,,,,,Poultry - Navision,theirstack_usa_batch1,
Seaboard Corporation,US,,,,,Pork - Navision,theirstack_usa_batch1,
Sikich,US,,,,,Accounting - Navision,theirstack_expansion_batch2,
Smithfield Foods,US,,,,,Pork - Dynamics NAV,theirstack_usa_batch1,
Southern States Toyotalift,US,,,,,Manufacturing - Navision,theirstack_expansion_batch2,
State Street Corporation,US,,,,,"TheirStack Navision user - 46k employees, $12B revenue",theirstack_scrape_v1,
Stonyfield Farm,US,,,,,Organic yogurt - Navision,theirstack_usa_batch1,
Sunkist Growers,US,,,,,Citrus - Navision,theirstack_usa_batch1,
Sunrise Technologies,US,,,,,IT services - Dynamics NAV,theirstack_expansion_batch2,
T-Rex,US,,,,,Retail - Navision,theirstack_global_batch2,
Targus,US,,,,,Technology - Navision,theirstack_expansion_batch2,
Tecta America,US,,,,,Construction - Navision,theirstack_expansion_batch2,
Tensoft,US,,,,,Technology - Navision,theirstack_global_batch2,
Tesla Grohmann Automation,US,,,,,Manufacturing automation and ERP alignment with Dynamics NAV,global_detective_v2,
Tetra Pak,US,,,,,Packaging - Dynamics NAV,theirstack_usa_batch1,
Tillamook,US,,,,,Dairy - Dynamics NAV,theirstack_usa_batch1,
Tillamook County Creamery,US,,,,,Cheese - Navision,theirstack_usa_batch1,
TreeHouse Foods,US,,,,,Private label - Dynamics NAV,theirstack_usa_batch1,
Turnkey Technologies,US,,,,,IT services - Dynamics NAV,theirstack_expansion_batch2,
Tyson Foods,US,,,,,Meat - Navision,theirstack_usa_batch1,
Wakou USA,US,,,,,Implemented Microsoft Dynamics NAV (Food & Beverage manufacturer),smoking_gun_hunt,
Welch Foods,US,,,,,Grapes - Navision,theirstack_usa_batch1,
Workrite Ergonomics,US,,,,,Manufacturing - Navision,theirstack_global_batch2,
Yoplait,US,,,,,Yogurt - Dynamics NAV,theirstack_usa_batch1,
Aptean,United States,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Cargo,United States,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
E-business International Inc,United States,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Agrafresh,BE,,,,,TheirStack technology detection - 47 employees,TheirStack,
BESIX Unitec,BE,,,,,TheirStack technology detection - 344 employees,TheirStack,
Care BV,BE,,,,,TheirStack technology detection - 72 employees,TheirStack,
DIS AG,DE,,,,,TheirStack technology detection - 5000 employees,TheirStack,
Marley Spoon,DE,,,,,TheirStack technology detection - 1000 employees,TheirStack,
Modepark Röther,DE,,,,,TheirStack technology detection - 79 employees,TheirStack,
New Flag GmbH,DE,,,,,TheirStack technology detection - 215 employees,TheirStack,
TK Elevator,DE,,,,,TheirStack technology detection - 24000 employees,TheirStack,
Abakion,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Active BS,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
AffaldPlus,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Aleris Danmark,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Aleris Danmark A/S,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Alfa Laval,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Apollo,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Aurion,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Aurion A/S,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
BKI Foods,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Bisgaard Sko,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Blue Vision,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Bramidan,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Bunker Holding,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
BusinessGo,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Carl Christensen,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Columbus Global,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Connectify,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Consortio,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Danish Crown,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Dansk Aktionærforening,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Danæg,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Datapro,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Demant A/S,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
EY (Ernst & Young),DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
EY Danmark,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Edlund,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Falck A/S,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
GALST Advokater,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
GN Store Nord,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
GeoInfo,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Georg Jensen Damask,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Hummel,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Inventio,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
KeyBalance,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Kredsløb,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
LE34,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Logos Consult,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
NAV-Vision,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
NORRIQ,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
NavKonsulent,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Nel Hydrogen,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Nivaagaard,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Nivaagaards Malerisamling,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Norlund Savværk,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Obtain A/S,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
PROINFO,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Per Aarsleff,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Profacto,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Randstad,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Skallerup Seaside,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Skallerup Seaside Resort,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Skanderby,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Tefcold,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Tetra Pak,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
TetraSoft,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Ulandssekretariatet,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Vejen Forsyning,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Vektus,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Wipro,DK,https://theirstack.com/en/technology/navision/dk,,,,TheirStack verified,TheirStack,
Delipap,FI,,,,,TheirStack technology detection - 40 employees,TheirStack,
Greenstep,FI,,,,,TheirStack technology detection - 723 employees,TheirStack,
Innofactor,FI,,,,,TheirStack technology detection - 531 employees,TheirStack,
Rovio,FI,,,,,TheirStack technology detection - 610 employees,TheirStack,
Teleste,FI,,,,,TheirStack technology detection - 526 employees,TheirStack,
Tietoevry,FI,,,,,TheirStack technology detection - 15000 employees,TheirStack,
Burgess Farms,GB,,,,,TheirStack technology detection - 501 employees,TheirStack,
CDW UK,GB,,,,,TheirStack technology detection - 1300 employees,TheirStack,
EnerMech,GB,,,,,TheirStack technology detection - 2900 employees,TheirStack,
HSBC,GB,,,,,TheirStack technology detection - 195000 employees,TheirStack,
Highlite,GB,,,,,TheirStack technology detection - 8 employees,TheirStack,
JTC Group,GB,,,,,TheirStack technology detection - 2000 employees,TheirStack,
Rentokil Initial,GB,,,,,TheirStack technology detection - 12000 employees,TheirStack,
Selby Jennings,GB,,,,,TheirStack technology detection - 994 employees,TheirStack,
Bolder Group,NL,,,,,TheirStack technology detection - 423 employees,TheirStack,
Feadship - Royal Dutch Shipyards,NL,,,,,TheirStack technology detection - 1000 employees,TheirStack,
IKEA,NL,,,,,TheirStack technology detection - 94000 employees,TheirStack,
Meraki,NL,,,,,TheirStack technology detection - 2 employees,TheirStack,
The HEINEKEN Company,NL,,,,,TheirStack technology detection - 43000 employees,TheirStack,
Akershus Universitetssykehus,NO,,,,,TheirStack technology detection - 9500 employees,TheirStack,
Bergen Kommune,NO,,,,,TheirStack technology detection - 16000 employees,TheirStack,
Helse Sør-Øst RHF,NO,,,,,TheirStack technology detection - 23000 employees,TheirStack,
Kirkens Bymisjon,NO,,,,,TheirStack technology detection - 888 employees,TheirStack,
Kristiansand kommune,NO,,,,,TheirStack technology detection - 2200 employees,TheirStack,
Nav Oslo,NO,,,,,TheirStack technology detection - 212 employees,TheirStack,
Oslo kommune,NO,,,,,TheirStack technology detection - 7500 employees,TheirStack,
Tysvær kommune,NO,,,,,TheirStack technology detection - 255 employees,TheirStack,
Universitetssykehuset Nord-Norge,NO,,,,,TheirStack technology detection - 839 employees,TheirStack,
Hedin IT,SE,,,,,TheirStack technology detection -  employees,TheirStack,
Sidec,SE,,,,,TheirStack technology detection - 93 employees,TheirStack,
Witre Manutan Sverige,SE,,,,,TheirStack technology detection - 64 employees,TheirStack,
Avanade,US,,,,,TheirStack technology detection - 19000 employees,TheirStack,
Citi,US,,,,,TheirStack technology detection - 200000 employees,TheirStack,
JPMorgan Chase,US,,,,,TheirStack technology detection - 244000 employees,TheirStack,
Morgan Stanley,US,,,,,TheirStack technology detection - 96000 employees,TheirStack,
State Street,US,,,,,TheirStack technology detection - 46000 employees,TheirStack,
