company_name,country,website,industry,employees,confidence_score,evidence_type,evidence_text,source,source_url,is_frozen,verified_by,verified_at
Getin Bank,PL,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095675
Grupa TVN,PL,,Media,,5,theirstack,Media - Navision,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095861
Gry Online,PL,,Technology,,5,theirstack,Gaming - Navision,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095980
ING Bank,PL,,Finance,,5,theirstack,Banking - Navision,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095599
Inter Cars S.A.,PL,,Motor Vehicle Manufacturing,2.5k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/pl,1,CDQO,2026-04-15T07:17:58.099150
Orange Polska,PL,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095839
PKO BP,PL,,Finance,,5,theirstack,Banking - Navision,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095698
PKO Bank,PL,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095567
People Can Fly,PL,,Technology,,5,theirstack,Gaming - Navision,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095932
PlayWay,PL,,Technology,,5,theirstack,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095990
Polsat,PL,,Media,,5,theirstack,Media - Navision,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095850
Praca.pl,PL,,"Technology, Information and Internet",278,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/pl,1,CDQO,2026-04-15T07:17:58.099167
SGB Bank,PL,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095718
Santander Bank,PL,,Finance,,5,theirstack,Banking - Navision,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095578
Sega Europe,PL,,Technology,,5,theirstack,Gaming - Navision,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.096021
Techland,PL,,Technology,,5,theirstack,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095899
Techland Publishing,PL,,Technology,,5,theirstack,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095969
Telia Polen,PL,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096842
The Creative Assembly,PL,,Technology,,5,theirstack,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.096011
The Farm 51,PL,,Technology,,5,theirstack,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095943
Trio Line Polska Sp. z o.o.,PL,,Household and Institutional Furniture Manufacturing,82,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/pl,1,CDQO,2026-04-15T07:17:58.099292
Ubisoft Poland,PL,,Technology,,5,theirstack,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.096031
co.brick,PL,,Software Development,38,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/pl,1,CDQO,2026-04-15T07:17:58.099259
mBank,PL,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_centraleurope_batch1,,1,CDQO,2026-04-15T07:17:58.095588
Margarida Antunes - Payroll Specialist | Recursos Humanos | NAV ...,PT,pt.linkedin.com,,,5,web_mention,Payroll Specialist | Recursos Humanos | NAV (Navision) | Compliance &amp; Legislação Laboral · Experiência: ManpowerGroup · Formação acadêmica: FEUC - Faculdade de Economia da …,country_expansion_v6_pt,https://pt.linkedin.com/in/margarida-antunes-344324346,1,CDQO,2026-04-15T07:17:58.112668
Mowasalat,QA,,Transportation,,5,theirstack,Transportation - Dynamics NAV,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091125
Qatar Airways,QA,,Transportation,,5,theirstack,Airlines - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095432
Telia Qatar,QA,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096975
Kepler Management,RO,,Finance,,5,theirstack,Finance - Dynamics NAV,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091064
NAGA,RO,,Finance,,5,theirstack,Finance - Navision,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091053
Producton Group,RO,,,,5,smoking_gun,"Executive Director: ""Satisfied with Dynamics NAV - real-time reporting, 14 butikker, 9M Euro omsætning""",smoking_gun_hunt,https://www.elian-solutions.com/references/case-studies/producton-study-case/,1,CDQO,2026-04-15T07:17:58.099567
Telia Rumænien,RO,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096882
О нас - naviserv.ru,RU,www.naviserv.ru,,,5,web_mention,"Основная специализация компании «НавиСерв» — реализация проектов комплексной автоматизации предприятий на базе широко известной ERP-системы Microsoft Dynamics NAV, …",country_expansion_v5_ru,http://www.naviserv.ru/about/,1,CDQO,2026-04-15T07:17:58.108954
Telia Rwanda,RW,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097170
Al Rajhi Bank,SA,,Finance,,5,theirstack,Banking - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094770
Al Rajhi Takaful,SA,,Insurance,,5,theirstack,Insurance - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094972
AlAwwal Bank,SA,,Finance,,5,theirstack,Banking - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094896
Alinma Bank,SA,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094810
Alinma Investment,SA,,Finance,,5,theirstack,Investment - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094957
Arab National Bank,SA,,Finance,,5,theirstack,Banking - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094917
Bank AlBilad,SA,,Finance,,5,theirstack,Banking - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094868
Bank Albilad,SA,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094885
Banque Saudi Fransi,SA,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094906
Bupa Arabia,SA,,Insurance,,5,theirstack,Insurance - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095041
Flyadeal,SA,,Transportation,,5,theirstack,Airlines - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095276
Flynaj,SA,,Transportation,,5,theirstack,Airlines - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095295
Flynas,SA,,Transportation,,5,theirstack,Airlines - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095181
General Insurance,SA,,Insurance,,5,theirstack,Insurance - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095099
Malath Insurance,SA,,Insurance,,5,theirstack,Insurance - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095061
Medgulf Insurance,SA,,Insurance,,5,theirstack,Insurance - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095080
Ministry of Education,SA,,Government,,5,theirstack,Government - Navision,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091115
Riyad Bank,SA,,Finance,,5,theirstack,Banking - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094790
Riyadh Air,SA,,Transportation,,5,theirstack,Airlines - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095258
SABB,SA,,Finance,,5,theirstack,Banking - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094829
Samba Financial Group,SA,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094948
Saudi Airlines Catering,SA,,Hospitality,,5,theirstack,Catering - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095220
Saudi Aramco,SA,,Oil & Gas,,5,theirstack,Energy - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094714
Saudi Aviation,SA,,Transportation,,5,theirstack,Airlines - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095161
Saudi Basic Industries,SA,,Chemicals,,5,theirstack,Chemicals - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094733
Saudi British Bank,SA,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094927
Saudi Defense,SA,,Manufacturing,,5,theirstack,Defense - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095142
Saudi Electricity,SA,,Energy,,5,theirstack,Energy - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094752
Saudi Hollandi Bank,SA,,Finance,,5,theirstack,Banking - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094938
Saudi National Bank,SA,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.094849
Saudia,SA,,Transportation,,5,theirstack,Airlines - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095200
Tawazun,SA,,Manufacturing,,5,theirstack,Defense - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095120
Tawuniya,SA,,Insurance,,5,theirstack,Insurance - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095018
Telia Saudi Arabia,SA,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096985
Telia Sudan,SD,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097117
4PS Sweden,SE,,Software Development,17,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/se,1,CDQO,2026-04-15T07:17:58.098915
AddSecure,SE,,IT Services and IT Consulting,1k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/se,1,CDQO_MASS,2026-04-15T07:53:51.427384
AddSecure,SE,,IT Services,1000,5,theirstack,TheirStack technology detection - 1000 employees,TheirStack,https://theirstack.com/en/technology/navision/se,1,CDQO,2026-04-15T07:17:58.098825
Alfa Laval,SE,,Manufacturing,Industrial,5,theirstack,Industrial - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089772
Anticimex,SE,,Services,,5,customer_reference,Microsoft Dynamics NAV user,expansion_batch_2,,1,CDQO_MASS,2026-04-15T07:53:51.427384
Anticimex,SE,,Consumer Services,10000,5,theirstack,TheirStack technology detection - 10000 employees,TheirStack,https://theirstack.com/en/technology/navision/se,1,CDQO,2026-04-15T07:17:58.084963
Assa Abloy,SE,,Manufacturing,Locks,5,theirstack,Locks - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089784
Atlas Copco,SE,,Manufacturing,Industrial,5,theirstack,Industrial - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089529
Automation in accounting,SE,,,,5,job_posting_smoking_gun,"Hiring: Automation in accounting - DiVA portal - Today, the respondent uses the software called Navision for the accounting tasks but has experience in the Fortnox software as well. ... Redovisning - Vad är ...",job_posting_scrape,https://www.diva-portal.org/smash/get/diva2:1561855/FULLTEXT01.pdf,1,CDQO_MASS,2026-04-15T07:53:51.427384
BHG Group,SE,,Real Estate,,5,customer_reference,Microsoft Dynamics NAV user,expansion_batch_2,,1,CDQO_MASS,2026-04-15T07:53:51.427384
BHG Group,SE,,Retail,161,5,theirstack,TheirStack technology detection - 161 employees,TheirStack,https://theirstack.com/en/technology/navision/se,1,CDQO,2026-04-15T07:17:58.084986
Electrolux,SE,,Manufacturing,Appliances,5,theirstack,Appliances - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089518
Ericsson,SE,,Technology,Telecom,5,theirstack,Telecom - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089612
Folksam,SE,,Insurance,Insurance,5,theirstack,Insurance - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089729
Grundéns,SE,,Retail Apparel and Fashion,65,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/se,1,CDQO_MASS,2026-04-15T07:53:51.427384
Grundéns,SE,,Retail,65,5,theirstack,TheirStack technology detection - 65 employees,TheirStack,https://theirstack.com/en/technology/navision/se,1,CDQO,2026-04-15T07:17:58.098885
H&M,SE,,Retail,Fashion,5,theirstack,Fashion - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089570
Handelsbanken,SE,,Finance,Banking,5,theirstack,Banking - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089673
Hedin IT,SE,,IT Services,,5,theirstack,TheirStack technology detection -  employees,TheirStack,https://theirstack.com/en/technology/navision/se,1,CDQO,2026-04-15T07:17:58.083526
IKEA,SE,,,,5,smoking_gun,Retail - Bruger Microsoft Dynamics NAV (nævnt i industri rapport),smoking_gun_hunt,https://www.artsyltech.com/blog/Microsoft-Dynamics-NAV-Benefits-and-Integration,1,CDQO,2026-04-15T07:17:58.099577
Inditex,SE,,Retail,Fashion,5,theirstack,Fashion - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089581
Intrum,SE,,Financial Services,,5,customer_reference,Microsoft Dynamics NAV user,expansion_batch_2,,1,CDQO_MASS,2026-04-15T07:53:51.427384
Intrum,SE,,Financial Services,6500,5,theirstack,TheirStack technology detection - 6500 employees,TheirStack,https://theirstack.com/en/technology/navision/se,1,CDQO,2026-04-15T07:17:58.084951
Investor AB,SE,,Finance,Investment,5,theirstack,Investment - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089633
J.Lindeberg,SE,,Retail,320,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/se,1,CDQO,2026-04-15T07:17:58.098947
Klarna,SE,,Finance,,5,enterprise,Dynamics NAV,theirstack_enterprise,,1,CDQO,2026-04-15T07:17:58.084637
Lantmännen,SE,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/lantmännen,1,CDQO,2026-04-15T07:17:58.128837
Logent,SE,,"Transportation, Logistics, Supply Chain and Storage",737,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/se,1,CDQO,2026-04-15T07:17:58.098925
Länsförsäkringar,SE,,Insurance,Insurance,5,theirstack,Insurance - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089760
Medius,SE,,Software Development,844,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/se,1,CDQO,2026-04-15T07:17:58.098844
Microsoft Dynamics AX,SE,,,,5,job_posting_smoking_gun,"Hiring: Microsoft Dynamics AX - Wikipedia - Navision-Damgaard. redigera. Efter sammanslagningen av de två danska företagen ... Redovisning, innehåller huvudbok, skattehantering, valuta och ...",job_posting_scrape,https://sv.wikipedia.org/wiki/Microsoft_Dynamics_AX,1,CDQO_MASS,2026-04-15T07:53:51.427384
Nordea,SE,,Finance,Banking,5,theirstack,Banking - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089703
Nordic Semiconductor,SE,,Technology,Semiconductors,5,theirstack,Semiconductors - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089601
Perstorp Group,SE,,Chemical Manufacturing,1.2k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/se,1,CDQO,2026-04-15T07:17:58.098936
Primera,SE,,Technology,IT,5,theirstack,IT services - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089591
Project Destination,SE,,Non-profit Organizations,3,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/se,1,CDQO,2026-04-15T07:17:58.098903
Region Västmanland,SE,,Healthcare,,5,customer_reference,Microsoft Dynamics NAV user,expansion_batch_2,,1,CDQO_MASS,2026-04-15T07:53:51.427384
Region Västmanland,SE,,Government,3600,5,theirstack,TheirStack technology detection - 3600 employees,TheirStack,https://theirstack.com/en/technology/navision/se,1,CDQO,2026-04-15T07:17:58.084975
SAS Scandinavian Airlines,SE,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/sas-scandinavian-airlines,1,CDQO,2026-04-15T07:17:58.129131
Sandvik,SE,,Mining,41k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/se,1,CDQO,2026-04-15T07:17:58.098865
Scania,SE,,Automotive,Trucks,5,theirstack,Trucks - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089560
Sidec,SE,,Research,93,5,theirstack,TheirStack technology detection - 93 employees,TheirStack,https://theirstack.com/en/technology/navision/se,1,CDQO,2026-04-15T07:17:58.083499
Spotify,SE,,Technology,,5,enterprise,Navision finance,theirstack_enterprise,,1,CDQO,2026-04-15T07:17:58.084614
Swedbank,SE,,Finance,Banking,5,theirstack,Banking - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089692
Tele2,SE,,Telecom,Telecom,5,theirstack,Telecom - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089622
Telia Dalarö,SE,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096740
Telia Gotland,SE,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096709
Telia Nordic,SE,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096552
Telia Sverige,SE,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096761
Telia Värmland,SE,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096751
Telia Öland,SE,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096730
Trygg-Hansa,SE,,Insurance,Insurance,5,theirstack,Insurance - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089714
Vladimir Radojcic Email & Phone Number,SE,,,,5,job_posting_smoking_gun,Hiring: Vladimir Radojcic Email & Phone Number | Taxi Stockholm Inköp ... - Inköp och avtal @ Taxi Stockholm · View Vladimir's Email (It's Free). Arrow. 5 ... System Manager Microsoft Dynamics Nav at Taxi Stockholm. Stockholm County ...,job_posting_scrape,https://rocketreach.co/vladimir-radojcic-email_764531808,1,CDQO_MASS,2026-04-15T07:53:51.427384
Volvo Cars,SE,,Automotive,Cars,5,theirstack,Cars - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089550
Volvo Group,SE,,Automotive,Trucks,5,theirstack,Trucks - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089540
Witre Manutan Sverige,SE,,Retail,64,5,theirstack,TheirStack technology detection - 64 employees,TheirStack,https://theirstack.com/en/technology/navision/se,1,CDQO,2026-04-15T07:17:58.083549
AFON,SG,,Technology,,5,theirstack,Technology - Navision,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091135
Elioplus,SG,,Technology,,5,theirstack,Technology - Dynamics NAV,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091146
Telia Svalbard,SJ,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096672
Telia Slovakiet,SK,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096862
Telia Senegal,SN,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097200
Telia Tchad,TD,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097287
John Hardy,TH,,Retail,,5,theirstack,Jewelry - Dynamics NAV,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091209
Telia Tunisien,TN,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097097
Telia Tyrkiet,TR,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096943
Foxconn,TW,,Technology,,5,theirstack,Electronics - Navision,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091156
Telia Tanzania,TZ,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097146
Sigma Software,UA,,IT Services,,5,theirstack,IT services - Navision,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091222
Telia Uganda,UG,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097155
Cranswick,UK,,,,5,smoking_gun,Bruger Microsoft Dynamics NAV MRP (Consumer Packaged Goods),smoking_gun_hunt,https://www.appsruntheworld.com/customers-database/products/view/microsoft-dynamics-nav-mrp,1,CDQO,2026-04-15T07:17:58.099514
Cranswick plc,UK,,,,5,smoking_gun_tech_stack,"Bruger Microsoft Dynamics NAV MRP som ERP system (Consumer Packaged Goods, £2.3B revenue)",manual_smoking_gun_v2,https://www.appsruntheworld.com/customers-database/products/view/microsoft-dynamics-nav-mrp,1,CDQO,2026-04-15T07:17:58.099598
EY,UK,,ERP Software,,5,theirstack,TheirStack: Uses Navision - UK,theirstack_full,https://theirstack.com/en/technology/navision,1,CDQO_MASS,2026-04-15T07:53:51.427384
Footasylum,UK,,IT Services,,5,theirstack,Listed on TheirStack as Microsoft Dynamics NAV user,TheirStack,https://theirstack.com/en/technology/microsoft-dynamics-nav/gb,1,CDQO,2026-04-15T07:17:58.084370
Wentworth Laboratories,UK,,,,5,smoking_gun,Bruger Microsoft Dynamics NAV MRP (Manufacturing),smoking_gun_hunt,https://www.appsruntheworld.com/customers-database/products/view/microsoft-dynamics-nav-mrp,1,CDQO,2026-04-15T07:17:58.099536
4over,US,,Manufacturing,,5,theirstack,Printing - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093244
AMETEK,US,,Manufacturing,10k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/us,1,CDQO_MASS,2026-04-15T07:53:51.427384
AMETEK,US,,Manufacturing,10000,5,theirstack,TheirStack technology detection - 10000 employees,TheirStack,https://theirstack.com/en/technology/navision/us,1,CDQO,2026-04-15T07:17:58.103287
Action Against Hunger,US,,Non-Profit,,5,enterprise_customer,Microsoft Dynamics NAV - $200M-1000M revenue,global_research_expansion,,1,CDQO,2026-04-15T07:17:58.084721
Alphavima,US,,Manufacturing,,5,theirstack,Manufacturing - Navision,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091428
Amazon,US,,Retail,,5,enterprise,Dynamics NAV warehouse,theirstack_enterprise,,1,CDQO,2026-04-15T07:17:58.084589
Amcor,US,,Manufacturing,Packaging,5,theirstack,Packaging - Dynamics NAV,theirstack_usa_batch1,,1,CDQO,2026-04-15T07:17:58.087122
American Foods Group,US,,Agriculture,Beef,5,theirstack,Beef - Navision,theirstack_usa_batch1,,1,CDQO,2026-04-15T07:17:58.086995
Amway,US,,Consumer Goods,,5,theirstack,FMCG - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093307
Aptean,US,,Software Development,3.1k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/us,1,CDQO,2026-04-15T07:17:58.103192
Associated Milk Producers,US,,Agriculture,Dynamics,5,theirstack,Dynamics NAV,theirstack_usa_batch1,,1,CDQO,2026-04-15T07:17:58.086511
Avanade,US,,IT Services,19000,5,theirstack,TheirStack technology detection - 19000 employees,TheirStack,https://theirstack.com/en/technology/navision/us,1,CDQO,2026-04-15T07:17:58.084019
Avient Corporation,US,,Manufacturing,,5,theirstack,Materials - Dynamics NAV,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093292
BNY,US,,ERP Software,,5,theirstack,TheirStack: Uses Navision - US,theirstack_full,https://theirstack.com/en/technology/navision,1,CDQO_MASS,2026-04-15T07:53:51.427384
BNY Mellon,US,,Financial Services,,5,theirstack,"TheirStack Navision user - 54k employees, $17B revenue",theirstack_scrape_v1,,1,CDQO_MASS,2026-04-15T07:53:51.427384
BNY Mellon,US,,Financial Services,54000,5,theirstack,TheirStack technology detection - 54000 employees,TheirStack,https://theirstack.com/en/technology/navision/us,1,CDQO,2026-04-15T07:17:58.086378
Baker Tilly Virchow Krause,US,,Professional Services,,5,customer_reference,Microsoft Dynamics NAV customer,expansion_batch_2,,1,CDQO,2026-04-15T07:17:58.084820
Barton Malow,US,,Construction,,5,theirstack,Construction - Navision,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.091837
Bellisio Foods,US,,Food & Beverage,Frozen,5,theirstack,Frozen - Navision,theirstack_usa_batch1,,1,CDQO,2026-04-15T07:17:58.086704
Berry Global,US,,Manufacturing,Plastics,5,theirstack,Plastics - Navision,theirstack_usa_batch1,,1,CDQO,2026-04-15T07:17:58.087102
Black Diamond Equipment,US,,Outdoor Gear,,5,enterprise_customer,Microsoft Dynamics NAV user,global_research_expansion,,1,CDQO,2026-04-15T07:17:58.084707
Blue Buffalo,US,,Food & Beverage,Pet,5,theirstack,Pet food - Dynamics NAV,theirstack_usa_batch1,,1,CDQO,2026-04-15T07:17:58.086834
Blue Diamond Growers,US,,Agriculture,Almonds,5,theirstack,Almonds - Dynamics NAV,theirstack_usa_batch1,,1,CDQO,2026-04-15T07:17:58.086573
